name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
Foil Mandala Graphic Tee,H14684,20,$25 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,8
X Ghosted.3 Firm Ground Cleats,FW6945,64,$80 ,USD,InStock,Pink,Shoes,adidas United States,Soccer/Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them in record time. Lightweight and semi-translucent, the foot-hugging Speedskin upper doesn't just look fast, it feels fast. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",adidas,USA,en,4.4,160
Foil Mandala Graphic Tee,GS4150,18,$25 ,USD,InStock,Blue,Clothing,adidas United States,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,8
Disney Mickey Mouse Summer Set,GT9515,37,$52 ,USD,InStock,Pink,Clothing,adidas United States,Kids/Clothing,"Your star player will score major points in this kids' two-piece adidas outfit. The happy, adventurous spirit of Disney's Mickey Mouse adds a fun touch. The tee feels extra soft and comfy, and the leggings have a little stretch so your kiddo can run, jump and slide all day long.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.9,9
Marimekko Hoodie,H20478,56,$70 ,USD,InStock,Red,Clothing,adidas United States,Women/Clothing,"Some good things were going on in the '60s. adidas' iconic 3-Stripes and Finnish design house Marimekko's wave print, for instance. Wear them both on this vibrant hoodie and don't be alarmed if you turn some heads. Colorful and bold, this style is all about self-expression. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.6,52
4D Fusio Shoes,H04513,180,$200 ,USD,InStock,Yellow,Shoes,adidas United States,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
4D Fusio Shoes,H04510,180,$200 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
Predator Freak.3 Indoor Shoes,FW7518,64,$80 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These adidas indoor soccer shoes keep you stable with a supportive mid-cut design. The coated textile upper has a laceless forefoot and more extensive 3D-printed Demonscale elements to help you own the ball.",adidas,USA,en,4.7,51
4D Fusio Shoes,GZ7885,180,$200 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
4D Fusio Shoes,H04509,180,$200 ,USD,InStock,Blue,Shoes,adidas United States,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
4D Fusio Shoes,H04511,180,$200 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
FARM Rio Feelbrilliant AEROREADY High-Rise Tights,GS6340,36,$45 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",adidas,USA,en,4.6,48
AEROREADY  Designed to Move Sport Camo-Print Shorts,H28787,24,$30 ,USD,InStock,Red,Clothing,adidas United States,Men/Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.8,157
Solid Swim Shorts,GQ1082,20,$25 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.6,70
The Trackstand Cycling Pants,GP8632,60,$75 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",adidas,USA,en,4.7,38
4D Fusio Shoes,H04508,180,$200 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
4D Fusio Shoes,GZ7884,180,$200 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,en,4.2,562
adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,H33690,33,$65 ,USD,InStock,Pink,Clothing,adidas United States,Women/Clothing,"Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",adidas,USA,en,4.7,133
Adicolor Classics Crop Hoodie,H34614,52,$65 ,USD,InStock,Red,Clothing,adidas United States,Women/Clothing,"Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,4.7,249
Club Tennis 3-Stripes Tee,H34691,32,$40 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.8,39
Five Ten Heritage Logo Tee,GP2389,28,$35 ,USD,InStock,Yellow,Clothing,adidas United States,Men/Clothing,"Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,5,8
adidas Sportswear Woven 3-Stripes Track Top,GL5681,42,$70 ,USD,InStock,Orange,Clothing,adidas United States,Men/Clothing,"That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",adidas,USA,en,4.9,72
Five Ten Felsblock Shorts,GM4601,48,$60 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,adidas,USA,en,4.8,4
Adicolor Classics Trefoil Tee (Plus Size),H22840,24,$30 ,USD,InStock,Green,Clothing,adidas United States,Women/Clothing,"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,44
adidas Z.N.E. Sportswear Hoodie,H39842,80,$100 ,USD,InStock,Green,Clothing,adidas United States,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",adidas,USA,en,4.8,60
Terrex Liteflex Hiking Pants,GM4772,64,$80 ,USD,InStock,Green,Clothing,adidas United States,Men/Clothing,"Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",adidas,USA,en,4.7,99
adidas FortaRun x LEGO® DOTS™ Shoes,G58804,40,$50 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",adidas,USA,en,4.8,52
FC Bayern Tee,GR0678,20,$25 ,USD,InStock,Red,Clothing,adidas United States,Kids/Clothing,A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,adidas,USA,en,4.4,5
Terrex Multi Primegreen Full-Zip Fleece Jacket,GI7303,49,$70 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,adidas,USA,en,4.8,32
adidas Sportswear Comfy and Chill Tee,GR4080,24,$30 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,en,4.8,58
Utilitas Hooded Parka,GT1694,128,$160 ,USD,InStock,Pink,Clothing,adidas United States,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,4
Aeromotion Tee,H29178,24,$30 ,USD,InStock,Green,Clothing,adidas United States,Men/Clothing,"Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.6,45
Adizero 1/2 Zip Long Sleeve Tee,GT9739,68,$85 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.7,3
Utilitas Hooded Parka,GT1692,128,$160 ,USD,InStock,Green,Clothing,adidas United States,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,4
adidas Z.N.E. Sportswear Hoodie,GT9780,80,$100 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",adidas,USA,en,4.8,60
Hoops 2.0 Mid Shoes,GZ7927,46,$65 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,Timeless basketball-inspired style. These adidas mid-cut shoes give you the best of classic sports vibes and modern streetwear style all rolled up in one. The synthetic leather upper has a mesh collar and a cozy sockliner to keep your feet comfortable.,adidas,USA,en,4.5,231
adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1419,44,$55 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",adidas,USA,en,4.7,54
Adizero RC 3 Shoes,FZ2489,80,$100 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.3,13
Real Madrid Tee,GR4259,20,$25 ,USD,InStock,Blue,Clothing,adidas United States,Kids/Clothing,"You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.3,3
adidas Sportswear Comfy and Chill Tee,H21531,24,$30 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,en,4.8,58
Adizero RC 3 Tokyo Shoes,FY4084,80,$100 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.3,13
adidas Sportswear Comfy and Chill Tee,H21533,24,$30 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,en,4.8,58
Ergo Tennis Shorts,GT7836,48,$60 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",adidas,USA,en,4.5,20
adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1418,44,$55 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",adidas,USA,en,4.7,54
Superlite Hat,EX6696,17,$24 ,USD,InStock,Purple,Accessories,adidas United States,Women/Accessories,"When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.8,126
adidas Sportswear Comfy & Chill Pants,H45374,44,$55 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",adidas,USA,en,4.6,73
adidas Sportswear Comfy & Chill Pants,H56354,44,$55 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",adidas,USA,en,4.6,73
4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,GT4792,21,$30 ,USD,InStock,Black,Accessories,adidas United States,Running/Accessories,"Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.7,25
Linear Superlite Super-No-Show Socks 6 Pairs,EX6588,14,$20 ,USD,InStock,Multicolor,Accessories,adidas United States,Women/Accessories,"Warm-weather ready. You're all set for sunny days on the field or that outdoor HIIT class in these adidas socks. Stretchy, lightweight and made with moisture-wicking yarn, your feet stay dry and comfortable. The best part? The anti-slip, super no-show design lets you lunge and squat without having to pause to pull up your socks.",adidas,USA,en,4.8,6
Stretch Cotton Trunk Briefs 3 Pairs,EX4446,21,$30 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,4.4,9
Long Sleeve Tee and Printed Tights Set,EY0208,36,$44 ,USD,InStock,Pink,Clothing,adidas United States,Kids/Clothing,"It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",adidas,USA,en,5,1
Santiago Lunch Bag,EX6537,20,$25 ,USD,InStock,Grey,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Relaxed Camo Trefoil Hat,EY3692,21,$26 ,USD,InStock,Green,Accessories,adidas United States,Men/Accessories,"How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",adidas,USA,en,4.8,4
Camo Pants,EY0004,28,$40 ,USD,InStock,Black,Clothing,adidas United States,Kids/Clothing,You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,adidas,USA,en,4,1
Santiago Lunch Bag,EX6535,20,$25 ,USD,InStock,Grey,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Santiago Lunch Bag,EX6529,20,$25 ,USD,InStock,Pink,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Originals Sunglasses OR0013,EW3431,70,$100 ,USD,InStock,Black,Accessories,adidas United States,Originals/Accessories,"These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",adidas,USA,en,4.7,3
Santiago Lunch Bag,EX6528,20,$25 ,USD,InStock,Grey,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Santiago Lunch Bag,EX6531,20,$25 ,USD,InStock,Black,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Retrorun Shoes,GZ5350,52,$65 ,USD,InStock,Green,Shoes,adidas United States,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,en,4.5,762
Classic Superlite No-Show Socks 6 Pairs,EX6853,16,$20 ,USD,InStock,Multicolor,Accessories,adidas United States,Men/Accessories,"Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",adidas,USA,en,4.7,34
Runner Tee,H25047,36,$45 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,en,4.8,222
Runner Tee,H25046,36,$45 ,USD,InStock,Red,Clothing,adidas United States,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,en,4.8,222
Badge of Sport Tee,GN7927,21,$30 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",adidas,USA,en,4.7,102
AEROREADY 3-Stripes 8-Inch Shorts,H20107,32,$40 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"Don't be fooled by their minimalist looks. Although these training shorts have streetwear appeal, they can handle HIIT and boot camp workouts. The woven fabric is light and airy, so you feel free to move. The secure waistband sits flat against your skin, minimizing adjustments through your squats and burpees. Slip your locker key into the zip pockets and get moving.",adidas,USA,en,4.8,667
Badge of Sport Tee,GN7926,21,$30 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",adidas,USA,en,4.7,102
Cushioned Angle Stripe Low-Cut Socks 6 Pairs,EW4470,13,$16 ,USD,InStock,Multicolor,Accessories,adidas United States,Kids/Accessories,"With lots of cushioning in the heel and toe and a soft, stretchy feel, these kids' socks are big on comfort. Whether they're bouncing around between classes, practice or after-school activities, their little feet will stay dry thanks to moisture-wicking yarn and a mesh upper. An adidas Badge of Sport and 3-Stripes give the socks a classic adidas feel.",adidas,USA,en,4.9,41
Runner Tee,H25050,36,$45 ,USD,InStock,Burgundy,Clothing,adidas United States,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,en,4.8,222
Retrorun Shoes,GV7370,52,$65 ,USD,InStock,Purple,Shoes,adidas United States,Women/Shoes,"From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,en,4.5,762
Relaxed Marble Wash Hat,EX6776,23,$28 ,USD,InStock,Multicolor,Accessories,adidas United States,Men/Accessories,"Sunshine and blue skies melt together like a dream. Pull on the easy-wearing cotton comfort of this adidas hat and feel the summer vibes. The flowy marble wash is unique to your cap alone. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,5,2
Originals Sunglasses OR0032,EX4818,112,$160 ,USD,InStock,Brown,Accessories,adidas United States,Originals/Accessories,"Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",adidas,USA,en,5,2
Retrorun Shoes,GV7374,52,$65 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,en,4.5,762
Runner Tee,GQ1346,36,$45 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,en,4.8,222
Cushioned X Mid-Crew Socks 3 Pairs,EX7146,15,$18 ,USD,InStock,Grey,Accessories,adidas United States,Men/Accessories,"Give every workout a soft landing in these adidas crew-length training socks. Soft, stretchy yarn wicks sweat for elevated dryness. Extra cushioning in the footbed keeps you comfortable through jump rope drills and sprints.",adidas,USA,en,5,5
Runner Tee,H25045,36,$45 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,en,4.8,222
